mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
22	22	97	97	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		0	72	C5	5	249
22	22	97	97	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-1	77	F5	5	249
22	22	97	97	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-4	80	Ab5	5	249
22	22	195/2	195/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-6	54	Gb3	3	256
22	22	195/2	195/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-2	58	Bb3	3	256
22	22	195/2	195/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-3	63	Eb4	4	256
22	22	195/2	195/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-6	66	Gb4	4	250
22	22	195/2	195/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-2	70	Bb4	4	250
22	22	195/2	195/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-3	75	Eb5	5	250
22	22	195/2	195/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-6	78	Gb5	5	250
23	23	99	99	4.5	0	0	9/8	2	2	9/8		1/2	9/4		-5	37	Db2	2	267
23	23	99	99	4.5	0	0	9/8	2	2	9/8		1/2	9/4		-5	49	Db3	3	267
23	23	399/4	399/4	0.75	3/16	3/16	9/8	2	3	3/16		1/8	3/2		-6	54	Gb3	3	268
23	23	399/4	399/4	2.25	3/16	3/16	9/8	2	1	9/16		1/4	9/4		-2	58	Bb3	3	265
23	23	399/4	399/4	2.25	3/16	3/16	9/8	2	1	9/16		1/4	9/4		-5	61	Db4	4	265
23	23	399/4	399/4	0.75	3/16	3/16	9/8	1	1	3/16		1/8	3/2		-6	66	Gb4	4	258
23	23	399/4	399/4	2.25	3/16	3/16	9/8	1	2	9/16		1/4	9/4		-2	70	Bb4	4	263
23	23	399/4	399/4	2.25	3/16	3/16	9/8	1	2	9/16		1/4	9/4		-5	73	Db5	5	263
23	23	399/4	399/4	0.75	3/16	3/16	9/8	1	1	3/16		1/8	3/2		-6	78	Gb5	5	258
23	23	201/2	201/2	0.75	3/8	3/8	9/8	2	3	3/16		1/8	3/2		-4	56	Ab3	3	269
23	23	201/2	201/2	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-4	68	Ab4	4	259
23	23	201/2	201/2	0.75	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-4	80	Ab5	5	259
23	23	405/4	405/4	0.75	9/16	9/16	9/8	2	3	3/16		1/8	3/2		-3	63	Eb4	4	270
23	23	405/4	405/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2		-3	75	Eb5	5	260
23	23	405/4	405/4	0.75	9/16	9/16	9/8	1	1	3/16		1/8	3/2		-3	87	Eb6	6	260
23	23	102	102	0.75	3/4	3/4	9/8	2	3	3/16		1/8	3/2		-5	61	Db4	4	271
23	23	102	102	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-6	66	Gb4	4	266
23	23	102	102	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-2	70	Bb4	4	266
23	23	102	102	0.75	3/4	3/4	9/8	1	1	3/16		1/8	3/2		-5	73	Db5	5	261
23	23	102	102	1.5	3/4	3/4	9/8	1	2	3/8		1/4	3/2		-6	78	Gb5	5	264
23	23	102	102	1.5	3/4	3/4	9/8	1	2	3/8		1/4	3/2		-2	82	Bb5	5	264
23	23	102	102	0.75	3/4	3/4	9/8	1	1	3/16		1/8	3/2		-5	85	Db6	6	261
23	23	411/4	411/4	0.75	15/16	15/16	9/8	2	3	3/16		1/8	3/2		-2	58	Bb3	3	272
23	23	411/4	411/4	0.75	15/16	15/16	9/8	1	1	3/16		1/8	3/2		-2	70	Bb4	4	262
23	23	411/4	411/4	0.75	15/16	15/16	9/8	1	1	3/16		1/8	3/2		-2	82	Bb5	5	262
24	24	207/2	207/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-3	39	Eb2	2	289
24	24	207/2	207/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-3	51	Eb3	3	289
24	24	104	104	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-2	58	Bb3	3	281
24	24	104	104	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-5	61	Db4	4	281
24	24	104	104	0.5	1/8	1/8	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	281
24	24	104	104	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	273
24	24	104	104	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	273
24	24	104	104	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	273
24	24	209/2	209/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		-2	58	Bb3	3	282
24	24	209/2	209/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		-5	61	Db4	4	282
24	24	209/2	209/2	0.5	1/4	1/4	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	282
24	24	209/2	209/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	274
24	24	209/2	209/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	274
24	24	209/2	209/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	274
24	24	105	105	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1		-2	58	Bb3	3	283
24	24	105	105	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1		-5	61	Db4	4	283
24	24	105	105	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	283
24	24	105	105	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	275
24	24	105	105	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	275
24	24	105	105	0.5	3/8	3/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	275
24	24	211/2	211/2	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-2	58	Bb3	3	284
24	24	211/2	211/2	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-5	61	Db4	4	284
24	24	211/2	211/2	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	284
24	24	211/2	211/2	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	276
24	24	211/2	211/2	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	276
24	24	211/2	211/2	0.5	1/2	1/2	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	276
24	24	106	106	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		0	60	C4	4	285
24	24	106	106	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	285
24	24	106	106	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		-4	68	Ab4	4	285
24	24	106	106	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		0	72	C5	5	277
24	24	106	106	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		-4	80	Ab5	5	277
24	24	106	106	0.5	5/8	5/8	9/8	1	1	1/8		1/8	1		0	84	C6	6	277
24	24	213/2	213/2	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1		-2	58	Bb3	3	286
24	24	213/2	213/2	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1		-5	61	Db4	4	286
24	24	213/2	213/2	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	286
24	24	213/2	213/2	0.5	3/4	3/4	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	278
24	24	213/2	213/2	0.5	3/4	3/4	9/8	1	1	1/8		1/8	1		-6	78	Gb5	5	278
24	24	213/2	213/2	0.5	3/4	3/4	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	278
24	24	107	107	0.5	7/8	7/8	9/8	2	1	1/8		1/8	1		-5	61	Db4	4	287
24	24	107	107	0.5	7/8	7/8	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	287
24	24	107	107	0.5	7/8	7/8	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	287
24	24	107	107	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	279
24	24	107	107	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	279
24	24	107	107	0.5	7/8	7/8	9/8	1	1	1/8		1/8	1		-5	85	Db6	6	279
24	24	215/2	215/2	0.5	1	1	9/8	2	1	1/8		1/8	1		-3	63	Eb4	4	288
24	24	215/2	215/2	0.5	1	1	9/8	2	1	1/8		1/8	1		-6	66	Gb4	4	288
24	24	215/2	215/2	0.5	1	1	9/8	2	1	1/8		1/8	1		-2	70	Bb4	4	288
24	24	215/2	215/2	0.5	1	1	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	280
24	24	215/2	215/2	0.5	1	1	9/8	1	1	1/8		1/8	1		-2	82	Bb5	5	280
24	24	215/2	215/2	0.5	1	1	9/8	1	1	1/8		1/8	1		-3	87	Eb6	6	280
25	25	108	108	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-1	65	F4	4	292
25	25	108	108	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-4	68	Ab4	4	290
25	25	108	108	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-4	68	Ab4	4	292
25	25	108	108	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-5	73	Db5	5	290
25	25	108	108	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-5	73	Db5	5	292
25	25	108	108	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-1	77	F5	5	292
25	25	108	108	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-4	80	Ab5	5	290
25	25	111	111	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-8	64	Fb4	4	293
25	25	111	111	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-4	68	Ab4	4	291
25	25	111	111	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-4	68	Ab4	4	293
25	25	111	111	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-2	70	Bb4	4	293
25	25	111	111	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-5	73	Db5	5	291
25	25	111	111	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-5	73	Db5	5	293
25	25	111	111	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-8	76	Fb5	5	293
25	25	111	111	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-4	80	Ab5	5	291
26	26	225/2	225/2	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-3	63	Eb4	4	296
26	26	225/2	225/2	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-6	66	Gb4	4	296
26	26	225/2	225/2	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-4	68	Ab4	4	294
26	26	225/2	225/2	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-4	68	Ab4	4	296
26	26	225/2	225/2	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-5	73	Db5	5	294
26	26	225/2	225/2	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-5	73	Db5	5	296
26	26	225/2	225/2	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-3	75	Eb5	5	296
26	26	225/2	225/2	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-4	80	Ab5	5	294
26	26	231/2	231/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-4	56	Ab3	3	297
26	26	231/2	231/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-3	63	Eb4	4	297
26	26	231/2	231/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-6	66	Gb4	4	297
26	26	231/2	231/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-4	68	Ab4	4	295
26	26	231/2	231/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		0	72	C5	5	297
26	26	231/2	231/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-3	75	Eb5	5	295
26	26	231/2	231/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-4	80	Ab5	5	295
27	27	117	117	0.25	0	0	9/8	2	1	1/16		1/16	1		-5	37	Db2	2	302
27	27	117	117	1.5	0	0	9/8	2	2	3/8		1/4	3/2		-5	37	Db2	2	320
27	27	117	117	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-1	65	F4	4	298
27	27	117	117	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-4	68	Ab4	4	298
27	27	469/4	469/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-4	44	Ab2	2	303
27	27	235/2	235/2	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-5	49	Db3	3	304
27	27	471/4	471/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-1	53	F3	3	305
27	27	118	118	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	306
27	27	473/4	473/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-5	61	Db4	4	307
27	27	237/2	237/2	0.25	3/8	3/8	9/8	2	1	1/16		1/16	1		-1	41	F2	2	308
27	27	237/2	237/2	1.5	3/8	3/8	9/8	2	2	3/8		1/4	3/2		-1	41	F2	2	321
27	27	475/4	475/4	0.25	7/16	7/16	9/8	2	1	1/16		1/16	1		0	48	C3	3	309
27	27	119	119	0.25	1/2	1/2	9/8	2	1	1/16		1/16	1		-1	53	F3	3	310
27	27	477/4	477/4	0.25	9/16	9/16	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	311
27	27	239/2	239/2	0.25	5/8	5/8	9/8	2	1	1/16		1/16	1		0	60	C4	4	312
27	27	479/4	479/4	0.25	11/16	11/16	9/8	2	1	1/16		1/16	1		-1	65	F4	4	313
27	27	120	120	0.25	3/4	3/4	9/8	2	1	1/16		1/16	1		-4	44	Ab2	2	314
27	27	120	120	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-4	44	Ab2	2	322
27	27	120	120	1.5	3/4	3/4	9/8	1	2	3/8		1/4	3/2		-4	68	Ab4	4	301
27	27	120	120	1.0	3/4	3/4	9/8	1	1	1/4		1/4	1		-7	71	Cb5	5	299
27	27	481/4	481/4	0.25	13/16	13/16	9/8	2	1	1/16		1/16	1		-8	52	Fb3	3	315
27	27	241/2	241/2	0.25	7/8	7/8	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	316
27	27	483/4	483/4	0.25	15/16	15/16	9/8	2	1	1/16		1/16	1		-7	59	Cb4	4	317
27	27	121	121	0.25	1	1	9/8	2	1	1/16		1/16	1		-8	64	Fb4	4	318
27	27	121	121	0.5	1	1	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	300
27	27	485/4	485/4	0.25	17/16	17/16	9/8	2	1	1/16		1/16	1		-4	68	Ab4	4	319
28	28	243/2	243/2	0.25	0	0	9/8	2	1	1/16		1/16	1		-5	37	Db2	2	326
28	28	243/2	243/2	1.5	0	0	9/8	2	2	3/8		1/4	3/2		-5	37	Db2	2	344
28	28	243/2	243/2	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-1	65	F4	4	323
28	28	243/2	243/2	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-4	68	Ab4	4	323
28	28	487/4	487/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-4	44	Ab2	2	327
28	28	122	122	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-5	49	Db3	3	328
28	28	489/4	489/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-1	53	F3	3	329
28	28	245/2	245/2	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	330
28	28	491/4	491/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-5	61	Db4	4	331
28	28	123	123	0.25	3/8	3/8	9/8	2	1	1/16		1/16	1		-1	41	F2	2	332
28	28	123	123	1.5	3/8	3/8	9/8	2	2	3/8		1/4	3/2		-1	41	F2	2	345
28	28	493/4	493/4	0.25	7/16	7/16	9/8	2	1	1/16		1/16	1		0	48	C3	3	333
28	28	247/2	247/2	0.25	1/2	1/2	9/8	2	1	1/16		1/16	1		-1	53	F3	3	334
28	28	495/4	495/4	0.25	9/16	9/16	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	335
28	28	124	124	0.25	5/8	5/8	9/8	2	1	1/16		1/16	1		0	60	C4	4	336
28	28	497/4	497/4	0.25	11/16	11/16	9/8	2	1	1/16		1/16	1		-1	65	F4	4	337
28	28	249/2	249/2	0.25	3/4	3/4	9/8	2	1	1/16		1/16	1		-4	44	Ab2	2	338
28	28	249/2	249/2	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-4	44	Ab2	2	346
28	28	249/2	249/2	1.0	3/4	3/4	9/8	1	1	1/4		1/4	1		-4	68	Ab4	4	324
28	28	249/2	249/2	1.0	3/4	3/4	9/8	1	1	1/4		1/4	1		-7	71	Cb5	5	324
28	28	499/4	499/4	0.25	13/16	13/16	9/8	2	1	1/16		1/16	1		-8	52	Fb3	3	339
28	28	125	125	0.25	7/8	7/8	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	340
28	28	501/4	501/4	0.25	15/16	15/16	9/8	2	1	1/16		1/16	1		-7	59	Cb4	4	341
28	28	251/2	251/2	0.25	1	1	9/8	2	1	1/16		1/16	1		-4	68	Ab4	4	342
28	28	251/2	251/2	0.5	1	1	9/8	1	1	1/8		1/8	1		-4	68	Ab4	4	325
28	28	503/4	503/4	0.25	17/16	17/16	9/8	2	1	1/16		1/16	1		-8	64	Fb4	4	343
29	29	126	126	0.25	0	0	9/8	2	1	1/16		1/16	1		-5	37	Db2	2	352
29	29	126	126	1.0	0	0	9/8	1	1	1/4		1/4	1		-1	65	F4	4	347
29	29	126	126	1.0	0	0	9/8	1	1	1/4		1/4	1		-5	73	Db5	5	347
29	29	505/4	505/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-4	44	Ab2	2	353
29	29	253/2	253/2	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-5	49	Db3	3	354
29	29	507/4	507/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-1	53	F3	3	355
29	29	127	127	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	356
29	29	127	127	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-4	68	Ab4	4	348
