mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
60	60	531/2	531/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-6	42	Gb2	2	1047
60	60	531/2	531/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-5	49	Db3	3	1047
60	60	531/2	531/2	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-5	73	Db5	5	1039
60	60	531/2	531/2	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-1	77	F5	5	1039
60	60	266	266	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-5	49	Db3	3	1045
60	60	266	266	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-6	54	Gb3	3	1045
60	60	266	266	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-2	58	Bb3	3	1045
60	60	266	266	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-5	61	Db4	4	1045
60	60	266	266	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-6	66	Gb4	4	1043
60	60	266	266	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-2	70	Bb4	4	1043
60	60	266	266	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	1040
60	60	533/2	533/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-1	77	F5	5	1041
60	60	267	267	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-5	49	Db3	3	1046
60	60	267	267	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-6	54	Gb3	3	1046
60	60	267	267	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-2	58	Bb3	3	1046
60	60	267	267	3.0	3/8	3/8	9/8	2	1	3/4		1/2	3/2	-1	-5	61	Db4	4	1046
60	60	267	267	3.0	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-6	66	Gb4	4	1044
60	60	267	267	3.0	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-2	70	Bb4	4	1044
60	60	267	267	3.0	3/8	3/8	9/8	1	1	3/4		1/2	3/2	1	-3	75	Eb5	5	1042
61	61	270	270	3.0	0	0	9/8	2	3	3/4		1/2	3/2		-4	44	Ab2	2	1059
61	61	270	270	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-3	75	Eb5	5	1048
61	61	541/2	541/2	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1		-1	53	F3	3	1054
61	61	541/2	541/2	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1		-4	56	Ab3	3	1054
61	61	541/2	541/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	61	Db4	4	1049
61	61	541/2	541/2	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1		-4	68	Ab4	4	1053
61	61	541/2	541/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	73	Db5	5	1049
61	61	271	271	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	63	Eb4	4	1050
61	61	271	271	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	1050
61	61	543/2	543/2	1.5	3/8	3/8	9/8	2	2	3/8		1/4	3/2	1	-7	59	Cb4	4	1057
61	61	543/2	543/2	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2		-5	61	Db4	4	1055
61	61	543/2	543/2	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2		-1	65	F4	4	1055
61	61	543/2	543/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-4	68	Ab4	4	1051
61	61	543/2	543/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-1	77	F5	5	1051
61	61	543/2	543/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-4	80	Ab5	5	1051
61	61	273	273	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2	-1	-7	59	Cb4	4	1058
61	61	273	273	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-5	61	Db4	4	1056
61	61	273	273	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-1	65	F4	4	1052
61	61	273	273	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-5	73	Db5	5	1052
61	61	273	273	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-1	77	F5	5	1052
62	62	549/2	549/2	3.0	0	0	9/8	2	3	3/4		1/2	3/2		-2	46	Bb2	2	1072
62	62	549/2	549/2	0.5	0	0	9/8	1	1	1/8		1/8	1	-1	-1	77	F5	5	1060
62	62	275	275	1.0	1/8	1/8	9/8	2	2	1/4		1/4	1	1	-1	53	F3	3	1070
62	62	275	275	1.0	1/8	1/8	9/8	2	2	1/4		1/4	1	1	-2	58	Bb3	3	1070
62	62	275	275	1.0	1/8	1/8	9/8	2	1	1/4		1/4	1	1	-3	63	Eb4	4	1067
62	62	275	275	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-1	65	F4	4	1065
62	62	275	275	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1	1	-2	70	Bb4	4	1065
62	62	275	275	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75	Eb5	5	1061
62	62	551/2	551/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-1	77	F5	5	1062
62	62	276	276	3.0	3/8	3/8	9/8	2	2	3/4		1/2	3/2	-1	-1	53	F3	3	1071
62	62	276	276	3.0	3/8	3/8	9/8	2	2	3/4		1/2	3/2	-1	-2	58	Bb3	3	1071
62	62	276	276	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2	-1	-3	63	Eb4	4	1068
62	62	276	276	3.0	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-1	65	F4	4	1066
62	62	276	276	3.0	3/8	3/8	9/8	1	2	3/4		1/2	3/2	-1	-2	70	Bb4	4	1066
62	62	276	276	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-3	75	Eb5	5	1063
62	62	555/2	555/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-5	61	Db4	4	1069
62	62	555/2	555/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-5	73	Db5	5	1064
63	63	279	279	3.0	0	0	9/8	2	1	3/4		1/2	3/2	1	-1	41	F2	2	1078
63	63	559/2	559/2	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1		-4	56	Ab3	3	1077
63	63	559/2	559/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	61	Db4	4	1073
63	63	280	280	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	63	Eb4	4	1074
63	63	561/2	561/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-5	61	Db4	4	1075
63	63	561/2	561/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-1	65	F4	4	1075
63	63	561/2	561/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-2	70	Bb4	4	1075
63	63	282	282	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2	-1	-1	41	F2	2	1079
63	63	282	282	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-4	56	Ab3	3	1076
63	63	282	282	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-5	61	Db4	4	1076
63	63	282	282	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-1	65	F4	4	1076
64	64	567/2	567/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-3	39	Eb2	2	1087
64	64	284	284	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1		-2	58	Bb3	3	1084
64	64	284	284	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1		-5	61	Db4	4	1084
64	64	284	284	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-6	66	Gb4	4	1080
64	64	569/2	569/2	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		-4	68	Ab4	4	1081
64	64	285	285	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2		-3	51	Eb3	3	1085
64	64	285	285	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-6	66	Gb4	4	1082
64	64	285	285	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-2	70	Bb4	4	1082
64	64	285	285	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-5	73	Db5	5	1082
64	64	573/2	573/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-5	61	Db4	4	1083
64	64	573/2	573/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-3	63	Eb4	4	1086
64	64	573/2	573/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-6	66	Gb4	4	1083
64	64	573/2	573/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-2	70	Bb4	4	1083
65	65	288	288	0.75	0	0	9/8	2	1	3/16		1/8	3/2		-4	44	Ab2	2	1093
65	65	288	288	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-4	44	Ab2	2	1097
65	65	577/2	577/2	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1		0	60	C4	4	1092
65	65	577/2	577/2	1.0	1/8	1/8	9/8	1	2	1/4		1/4	1		-6	66	Gb4	4	1092
65	65	577/2	577/2	0.5	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	70	Bb4	4	1088
65	65	1155/4	1155/4	0.75	3/16	3/16	9/8	2	1	3/16		1/8	3/2		-3	51	Eb3	3	1094
65	65	289	289	0.5	1/4	1/4	9/8	1	1	1/8		1/8	1		0	72	C5	5	1089
65	65	579/2	579/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-4	68	Ab4	4	1090
65	65	579/2	579/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		0	72	C5	5	1090
65	65	579/2	579/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-1	77	F5	5	1090
65	65	579/2	579/2	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2		-4	80	Ab5	5	1095
65	65	291	291	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-4	56	Ab3	3	1096
65	65	291	291	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		0	60	C4	4	1091
65	65	291	291	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-6	66	Gb4	4	1091
65	65	291	291	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-4	68	Ab4	4	1091
66	66	585/2	585/2	0.25	0	0	9/8	2	1	1/16		1/16	1		-5	37	Db2	2	1098
66	66	585/2	585/2	1.5	0	0	9/8	2	2	3/8		1/4	3/2		-5	37	Db2	2	1116
66	66	1171/4	1171/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-4	44	Ab2	2	1099
66	66	293	293	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-5	49	Db3	3	1100
66	66	1173/4	1173/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-1	53	F3	3	1101
66	66	587/2	587/2	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	1102
66	66	1175/4	1175/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-5	61	Db4	4	1103
66	66	294	294	0.25	3/8	3/8	9/8	2	1	1/16		1/16	1		-1	41	F2	2	1104
66	66	294	294	1.5	3/8	3/8	9/8	2	2	3/8		1/4	3/2		-1	41	F2	2	1117
66	66	1177/4	1177/4	0.25	7/16	7/16	9/8	2	1	1/16		1/16	1		0	48	C3	3	1105
66	66	589/2	589/2	0.25	1/2	1/2	9/8	2	1	1/16		1/16	1		-1	53	F3	3	1106
66	66	1179/4	1179/4	0.25	9/16	9/16	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	1107
66	66	295	295	0.25	5/8	5/8	9/8	2	1	1/16		1/16	1		0	60	C4	4	1108
66	66	1181/4	1181/4	0.25	11/16	11/16	9/8	2	1	1/16		1/16	1		-1	65	F4	4	1109
66	66	591/2	591/2	0.25	3/4	3/4	9/8	2	1	1/16		1/16	1		-5	37	Db2	2	1110
66	66	591/2	591/2	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-5	37	Db2	2	1118
66	66	1183/4	1183/4	0.25	13/16	13/16	9/8	2	1	1/16		1/16	1		-4	44	Ab2	2	1111
66	66	296	296	0.25	7/8	7/8	9/8	2	1	1/16		1/16	1		-5	49	Db3	3	1112
66	66	1185/4	1185/4	0.25	15/16	15/16	9/8	2	1	1/16		1/16	1		-1	53	F3	3	1113
66	66	593/2	593/2	0.25	1	1	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	1114
66	66	1187/4	1187/4	0.25	17/16	17/16	9/8	2	1	1/16		1/16	1		-5	61	Db4	4	1115
67	67	297	297	0.25	0	0	9/8	2	1	1/16		1/16	1		-1	41	F2	2	1123
67	67	297	297	1.5	0	0	9/8	2	2	3/8		1/4	3/2		-1	41	F2	2	1136
67	67	1189/4	1189/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		0	48	C3	3	1124
67	67	595/2	595/2	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-1	53	F3	3	1125
67	67	1191/4	1191/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	1126
67	67	298	298	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		0	60	C4	4	1127
67	67	1193/4	1193/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-1	65	F4	4	1128
67	67	597/2	597/2	0.25	3/8	3/8	9/8	2	1	1/16		1/16	1		-4	44	Ab2	2	1129
67	67	597/2	597/2	3.0	3/8	3/8	9/8	2	2	3/4		1/2	3/2		-4	44	Ab2	2	1137
67	67	597/2	597/2	1.5	3/8	3/8	9/8	1	2	3/8		1/4	3/2		-4	68	Ab4	4	1121
67	67	597/2	597/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-7	71	Cb5	5	1119
67	67	1195/4	1195/4	0.25	7/16	7/16	9/8	2	1	1/16		1/16	1		-8	52	Fb3	3	1130
67	67	299	299	0.25	1/2	1/2	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	1131
67	67	1197/4	1197/4	0.25	9/16	9/16	9/8	2	1	1/16		1/16	1		-7	59	Cb4	4	1132
67	67	599/2	599/2	0.25	5/8	5/8	9/8	2	1	1/16		1/16	1		-8	64	Fb4	4	1133
67	67	1199/4	1199/4	0.25	11/16	11/16	9/8	2	1	1/16		1/16	1		-6	66	Gb4	4	1134
67	67	300	300	1.5	3/4	3/4	9/8	1	2	3/8		1/4	3/2		-8	64	Fb4	4	1122
67	67	300	300	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-4	68	Ab4	4	1135
67	67	300	300	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-5	73	Db5	5	1120
68	68	603/2	603/2	0.25	0	0	9/8	2	1	1/16		1/16	1		-5	49	Db3	3	1138
68	68	603/2	603/2	1.5	0	0	9/8	2	2	3/8		1/4	3/2		-5	49	Db3	3	1156
68	68	1207/4	1207/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	1139
68	68	302	302	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-5	61	Db4	4	1140
68	68	1209/4	1209/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-1	65	F4	4	1141
68	68	605/2	605/2	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-4	68	Ab4	4	1142
68	68	1211/4	1211/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-5	73	Db5	5	1143
68	68	303	303	0.25	3/8	3/8	9/8	2	1	1/16		1/16	1		-1	53	F3	3	1144
68	68	303	303	1.5	3/8	3/8	9/8	2	2	3/8		1/4	3/2		-1	53	F3	3	1157
68	68	1213/4	1213/4	0.25	7/16	7/16	9/8	2	1	1/16		1/16	1		0	60	C4	4	1145
68	68	607/2	607/2	0.25	1/2	1/2	9/8	2	1	1/16		1/16	1		-1	65	F4	4	1146
68	68	1215/4	1215/4	0.25	9/16	9/16	9/8	2	1	1/16		1/16	1		-4	68	Ab4	4	1147
68	68	304	304	0.25	5/8	5/8	9/8	2	1	1/16		1/16	1		0	72	C5	5	1148
68	68	1217/4	1217/4	0.25	11/16	11/16	9/8	2	1	1/16		1/16	1		-1	77	F5	5	1149
68	68	609/2	609/2	0.25	3/4	3/4	9/8	2	1	1/16		1/16	1		-5	49	Db3	3	1150
68	68	609/2	609/2	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-5	49	Db3	3	1158
68	68	1219/4	1219/4	0.25	13/16	13/16	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	1151
68	68	305	305	0.25	7/8	7/8	9/8	2	1	1/16		1/16	1		-5	61	Db4	4	1152
68	68	1221/4	1221/4	0.25	15/16	15/16	9/8	2	1	1/16		1/16	1		-1	65	F4	4	1153
68	68	611/2	611/2	0.25	1	1	9/8	2	1	1/16		1/16	1		-4	68	Ab4	4	1154
68	68	1223/4	1223/4	0.25	17/16	17/16	9/8	2	1	1/16		1/16	1		-5	73	Db5	5	1155
69	69	306	306	0.25	0	0	9/8	2	1	1/16		1/16	1		-1	53	F3	3	1162
69	69	306	306	1.5	0	0	9/8	2	2	3/8		1/4	3/2		-1	53	F3	3	1175
69	69	1225/4	1225/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		0	60	C4	4	1163
69	69	613/2	613/2	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-1	65	F4	4	1164
69	69	1227/4	1227/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-4	68	Ab4	4	1165
69	69	307	307	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		0	72	C5	5	1166
69	69	1229/4	1229/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-1	77	F5	5	1167
69	69	615/2	615/2	0.25	3/8	3/8	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	1168
69	69	615/2	615/2	3.0	3/8	3/8	9/8	2	2	3/4		1/2	3/2		-4	56	Ab3	3	1176
69	69	615/2	615/2	3.0	3/8	3/8	9/8	1	2	3/4		1/2	3/2		-4	80	Ab5	5	1161
69	69	615/2	615/2	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-7	83	Cb6	6	1159
69	69	1231/4	1231/4	0.25	7/16	7/16	9/8	2	1	1/16		1/16	1		-7	59	Cb4	4	1169
69	69	308	308	0.25	1/2	1/2	9/8	2	1	1/16		1/16	1		-8	64	Fb4	4	1170
69	69	1233/4	1233/4	0.25	9/16	9/16	9/8	2	1	1/16		1/16	1		-4	68	Ab4	4	1171
69	69	617/2	617/2	0.25	5/8	5/8	9/8	2	1	1/16		1/16	1		-7	71	Cb5	5	1172
69	69	1235/4	1235/4	0.25	11/16	11/16	9/8	2	1	1/16		1/16	1	1	-8	76	Fb5	5	1173
69	69	309	309	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2	-1	-8	76	Fb5	5	1174
69	69	309	309	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-5	85	Db6	6	1160
70	70	621/2	621/2	0.25	0	0	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	1182
70	70	621/2	621/2	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-4	56	Ab3	3	1190
70	70	621/2	621/2	3.0	0	0	9/8	1	2	3/4		1/2	3/2	1	-4	80	Ab5	5	1180
70	70	621/2	621/2	1.5	0	0	9/8	1	1	3/8		1/4	3/2		-7	83	Cb6	6	1177
70	70	1243/4	1243/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-7	59	Cb4	4	1183
70	70	311	311	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-8	64	Fb4	4	1184
70	70	1245/4	1245/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-4	68	Ab4	4	1185
70	70	623/2	623/2	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-7	71	Cb5	5	1186
70	70	1247/4	1247/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1	1	-8	76	Fb5	5	1187
70	70	312	312	1.5	3/8	3/8	9/8	2	1	3/8		1/4	3/2	-1	-8	76	Fb5	5	1188
70	70	312	312	1.5	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-5	85	Db6	6	1178
70	70	627/2	627/2	1.5	3/4	3/4	9/8	2	1	3/8		1/4	3/2		-4	44	Ab2	2	1189
70	70	627/2	627/2	1.5	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-4	44	Ab2	2	1191
70	70	627/2	627/2	1.5	3/4	3/4	9/8	1	2	3/8		1/4	3/2	-1	-4	80	Ab5	5	1181
70	70	627/2	627/2	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-8	88	Fb6	6	1179
71	71	315	315	0.25	0	0	9/8	2	1	1/16		1/16	1		-5	37	Db2	2	1194
71	71	315	315	3.0	0	0	9/8	2	2	3/4		1/2	3/2		-5	37	Db2	2	1206
71	71	315	315	3.0	0	0	9/8	1	1	3/4		1/2	3/2	1	-1	89	F6	6	1192
71	71	315	315	3.0	0	0	9/8	1	1	3/4		1/2	3/2	1	-4	92	Ab6	6	1192
71	71	1261/4	1261/4	0.25	1/16	1/16	9/8	2	1	1/16		1/16	1		-4	44	Ab2	2	1195
71	71	631/2	631/2	0.25	1/8	1/8	9/8	2	1	1/16		1/16	1		-5	49	Db3	3	1196
71	71	1263/4	1263/4	0.25	3/16	3/16	9/8	2	1	1/16		1/16	1		-1	53	F3	3	1197
71	71	316	316	0.25	1/4	1/4	9/8	2	1	1/16		1/16	1		-4	56	Ab3	3	1198
71	71	1265/4	1265/4	0.25	5/16	5/16	9/8	2	1	1/16		1/16	1		-5	61	Db4	4	1199
71	71	633/2	633/2	0.5	3/8	3/8	9/8	2	1	1/8		1/8	1		-1	65	F4	4	1200
71	71	317	317	0.5	1/2	1/2	9/8	2	1	1/8		1/8	1		-4	68	Ab4	4	1201
71	71	635/2	635/2	0.5	5/8	5/8	9/8	2	1	1/8		1/8	1		-5	73	Db5	5	1202
71	71	318	318	0.5	3/4	3/4	9/8	2	1	1/8		1/8	1		-1	77	F5	5	1203
71	71	318	318	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	-1	-1	89	F6	6	1193
71	71	318	318	1.5	3/4	3/4	9/8	1	1	3/8		1/4	3/2	-1	-4	92	Ab6	6	1193
71	71	637/2	637/2	0.5	7/8	7/8	9/8	2	1	1/8		1/8	1		-4	80	Ab5	5	1204
71	71	319	319	0.5	1	1	9/8	2	1	1/8		1/8	1		-5	85	Db6	6	1205
72	72	639/2	639/2	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-5	61	Db4	4	1208
72	72	639/2	639/2	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-4	68	Ab4	4	1208
72	72	639/2	639/2	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-5	73	Db5	5	1208
72	72	639/2	639/2	3.0	0	0	9/8	2	1	3/4		1/2	3/2		-1	77	F5	5	1208
72	72	639/2	639/2	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-4	80	Ab5	5	1207
72	72	639/2	639/2	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-5	85	Db6	6	1207
72	72	639/2	639/2	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-1	89	F6	6	1207
72	72	639/2	639/2	3.0	0	0	9/8	1	1	3/4		1/2	3/2		-4	92	Ab6	6	1207
